id,title,url,source,publish_time,crawl_time,deadline,category,organizer,participants,prize,requirement,contact,content,keywords,tags,spider_name,created_at,updated_at
380,关于开展2025-2026学年第1学期诚信考场的通知,https://jwc.hbue.edu.cn/92/e0/c704a365280/page.htm,考试管理办公室,2025-12-30,2026-04-12 14:50:55,,通知公告,,,,,,"各学院：

为增强学生诚信观念，营造良好考风，构建学生自律互信环境，学校继续加强诚信考场建设，现将本学期诚信考场的有关事项通知如下：

一、考务组织

教务处负责考务组织与巡视，学生工作处、学生所在学院负责考风考纪教育，学生所在学院负责考场布置及监考，网络与教育技术中心负责监控录像。

二、工作要求

1.诚信考场应安排在标准化考场进行，接受学校和学院巡视。考试过程中应全程录像。

2.开展诚信考场的班级应召开专题班会，宣讲诚信考场要求，进行考风考纪教育，学院应组织学生在《诚信考试承诺书》（附件1）中签名，签名后学院留存。

3.学院考试前应在考场入口张贴诚信考场标志，在考场黑板上书写考试科目、考试时间、试卷页数及“诚信考试、从我做起”等标语，营造良好的考试氛围。

4.诚信考场应安排2名监考教师负责试卷收发，由任课教师担任主监考。监考教师需提前15分钟到达考场，进行考前准备工作，包括清理场地、组织签到、核验证件、宣读纪律、分发试卷等，无异常情况之后移至J2-107等候。考试结束前5分钟，监考教师返回考场准备回收试卷。试卷清点无误后，监考教师方可离场。

5.考生需提前10分钟到达考场，将手机、文字资料等非考试物品放置在讲台上，同时将身份证、图像清晰的学生证或校园卡等有效证件摆在课桌上，随后按指定顺序入座。班干部需主动承担起维护考场秩序的职责，以保障考试顺利进行。开考前不得作答，迟到15分钟不得入场。开考30分钟后，若考生答完试卷，应将试卷翻扣在讲台桌子上（考生的试卷、答题纸、草稿纸等不得带出考场），有序离开考场，不得在考场周边逗留。考试结束铃声后，考生不得继续作答。

三、注意事项

1.各学院申报1～2个诚信考场，原则上考场人数不超过60人，不申报公共课。请于1月7日前将附件2电子版交至教务处考试管理办公室。

2.诚信考场的考生如有违纪，应依据《湖北经济学院学生考试违规处理办法》进行相应的处理。

附件1：诚信考试承诺书.doc https://jwc.hbue.edu.cn/_upload/article/files/0d/61/77b334114c5aa039631733ad9be0/279e038d-5769-4b84-b19f-226470d2461a.doc

附件2：诚信考场申报表.xlsx https://jwc.hbue.edu.cn/_upload/article/files/0d/61/77b334114c5aa039631733ad9be0/37e631df-54c9-483a-9294-199b69f86a15.xlsx

教务处

2025年12月30日","[""考场"", ""诚信"", ""考试"", ""试卷"", ""学生""]",[],hbue_jwc_notice_spider,2026-04-12 06:50:55,2026-04-12 14:50:55
381,关于查询2025-2026学年第1学期期末考试安排和重申考试纪律的通知,https://jwc.hbue.edu.cn/92/54/c704a365140/page.htm,考试管理办公室,2025-12-26,2026-04-12 14:50:56,,通知公告,,,,,,"各学院：

2025-2026-1学期期末考试集中考试将于2026年1月12日至2026年1月22日进行，考务办公室设在J2-107。

现将查询考试安排和考试纪律有关事项通知如下：

一、查询考试安排

学生进入个人教务管理系统，在“信息查询”-“考试信息查询”中查询考试时间地点。

有问题请及时联系开课学院或教务处。

二、重申考试纪律

1.考生须自觉遵守《湖北经济学院考场规则》。

2.考生必须按照规定时间、规定地点到指定位置就座，迟到15分钟不得入场，开考30分钟内不得交卷。

3.考生必须携带身份证、学生证、校园卡（三证至少携带1个），证件必须具有完整的个人信息，图像、照片必须完整无篡改。考生必须接受监考教师和巡视教师的证件核验。

4.驾照、社保卡、掌上经院、身份证照片、电子身份证等均不得作为有效证件。

5.证件遗失者，必须提供学院盖章的打印有考生本人照片的书面证明，否则不得参加考试。

6.考生中途离场取证件，返回考场时迟到15分钟的，不得参加考试。因离场取证件耽误时间或无法参加考试的，由考生本人负责。

7.严禁替考和找人替考。

8.严禁携带、夹带任何教材、笔记本、带有字迹的纸条、小抄进入考场，不准自带草稿纸。

9.严禁携带手机进入考场，严禁使用手机作弊。

10.严禁抄袭或让他人查看或抄袭试卷、答题卡、草稿纸，严禁交头接耳。

11.严禁将试卷、答题卡和草稿纸带出考场。

12.考生必须服从监考教师及巡视人员管理。

详见：湖北经济学院考场规则 https://jwc.hbue.edu.cn/84/00/c568a164864/page.htm

三、缓考

缓考采用线上办理。考生应在教务系统内申请缓考，并上传完整清晰的证明材料。考生上传后，应关注审批进度，自行联系任课教师、学生所在学院教学副院长、教务处考试管理办公室审批。

确因非常紧急的突发事件无法在开考前申请的，应于考后1天内（含考试当天）申请。非紧急原因在开考后申请的不予通过。逾期申请的不予通过。

任课教师、学生所在学院教学副院长、教务处考试管理办公室依据考生所述原因合理性及材料完整性，对缓考申请选择审核通过或不通过。

缓考办理流程：

【学生】缓考网上报名https://jwc.hbue.edu.cn/46/bf/c11278a345791/page.htm

四、取消考试资格

教师应认真审查学生的考试资格，依据正当理由取消考试资格。无考试资格的学生如参加考试，其成绩无效。

教务处

2025年12月26日","[""考试"", ""考生"", ""必须"", ""严禁"", ""查询""]",[],hbue_jwc_notice_spider,2026-04-12 06:50:56,2026-04-12 14:50:56
382,关于开展ACBSP商科认证2025年度学生学情问卷调查的通知,https://jwc.hbue.edu.cn/92/28/c704a365096/page.htm,质量监控与评估办公室,2025-12-25,2026-04-12 14:50:57,,通知公告,,,,,,"有关学院：

为全面了解和提升学院在校生对教学质量、学业支持、学业收获的满意度，促进持续改进，并以此作为ACBSP认证标准3的佐证材料，现面向认证专业所在学院开展ACBSP商科认证2025年度学生学情调查，具体安排如下。

一、调研范围

经济与贸易学院、金融学院、工商管理学院、会计学院、信息管理学院、低碳经济学院、新财经交叉学科研究院所有专业的2022、2023、2024、2025级四年制统招本科生。

二、调研时间

2025年12月25日-2026年1月9日

三、调研方法

学生微信扫描或识别各学院各年级对应图片的二维码（另行发布），输入学号进行在线答题，完成题项后点击“提交”。

四、工作要求

1.学生学情调研结果仅用于了解和分析学校商科教育教学现状，改进人才培养模式和教学水平，为在校生提供更高质量学习经历，请填答个人真实感受以确保结果的客观和准确。

2.问卷提交后无法撤销修改，请认真填写并检查后再进行提交。

教务处

2025年12月25日","[""认证"", ""学生"", ""调研"", ""ACBSP"", ""商科""]",[],hbue_jwc_notice_spider,2026-04-12 06:50:57,2026-04-12 14:50:57
383,关于开展ACBSP商科认证2025年度教师满意度问卷调查的通知,https://jwc.hbue.edu.cn/91/fb/c704a365051/page.htm,质量监控与评估办公室,2025-12-24,2026-04-12 14:50:59,,通知公告,,,,,,"有关学院：

为全面了解和提升专任教师对教学工作的满意度，根据ACBSP商科专业认证工作计划与安排，现面向认证专业所在学院开展ACBSP商科认证2025年度专任教师满意度调查，具体安排如下。

一、调研范围

经济与贸易学院、金融学院、工商管理学院、会计学院、信息管理学院、低碳经济学院、新财经交叉学科研究院全体专任教师。

二、调研时间

2025年12月24日-2026年1月9日

三、调研方法

微信扫描或识别各学院对应图片的二维码（另行发布），输入工号进行在线答题，完成题项后点击“提交”。

四、工作要求

1.专任教师满意度调研结果仅用于了解和分析专任教师对目前教学工作环境的满意度现状，便于后期学校和学院针对性改进提升教学管理和服务水平，请填答个人真实感受以确保结果的客观和准确。

2.问卷提交后无法撤销修改，请认真填写并检查后再进行提交。

教务处

2025年12月24日","[""满意度"", ""专任教师"", ""调研"", ""ACBSP"", ""商科""]",[],hbue_jwc_notice_spider,2026-04-12 06:50:59,2026-04-12 14:50:59
384,关于2025-2026学年第1学期考试资格认定、缓考审核、监考、成绩录入的提示,https://jwc.hbue.edu.cn/91/d0/c704a365008/page.htm,考试管理办公室,2025-12-24,2026-04-12 14:51:00,,通知公告,,,,,,"各学院：

2025-2026学年第1学期临近期末，现对考试资格认定、缓考审核、监考、成绩录入等事项作如下提示：

一、考试资格认定

任课教师有权对学生的考核资格进行认定，通过考核资格认定的学生方可参加考核。

有下列行为之一者，取消该生正常考核、重修考核的考核资格：

（一）旷课时数超过教学时数1/3者；（二）请假时数超过教学时数1/3者；（三）不参加课程实验或实践性教学环节时数超过1/3者；（四）缺交作业数超过1/3者；（五）任课教师依据充足正当的理由认为不符合取得考核资格条件者。

取消学生考核资格程序为：

（一）任课教师在考前公布取消考核资格学生名单；（二）任课教师在教务系统内提交取消考核资格学生名单；（三）学院审核；（四）教务处审批。

教师及学院取消考试资格时间为：每学期教学周内（2026年1月11日前）。教师申请后，学院应及时审核。

因教师取消考试资格的时间可能晚于学院打印考场签到表的时间，如考场签到表有取消考试资格学生的姓名，且此类学生参加考试的，其成绩无效，成绩仍为取消考试资格。

二、缓考审核

取得考核资格的学生，确因特殊原因不能正常参加考试，应在考前申请缓考，经批准后作缓考处理。缓考一般安排在下学期开学初进行，如因个人原因无法参加缓考，学校不再安排缓考，按缺考处理。

具备下列条件之一的学生，可以申请缓考：（一）因学籍异动等原因补修课程考核时间与正常考试时间安排冲突者；（二）因突发严重疾病不能参加考试者；（三）因其他不可抗力因素不能参加考试者。

缓考手续办理程序为：

（一）学生在教务管理系统内提交申请，并上传相关证明材料；（二）任课教师审批；（三）学生所在学院审批；（四）教务处审批。

教师审批缓考时，应认真研判考生情况是否真实、理由是否合理、证明是否有效。

学生缓考审批结束前，教师无法提交全班成绩。教师可待学生缓考审批结束后提交成绩。

三、监考

教师应提前查询监考信息，按时参加监考。监考教师在开考前20分钟到指定地点领取试卷，开考前10分钟到达考场。到达考场后，应及时清理考场，要求考生将书包、教材、复习材料、自带草稿纸等物品放在讲台上。监考教师应在黑板上书写座位号分布，组织考生按秩序就座。

监考教师发卷时，应逐一发放，确保每个考生仅有一份试卷。

监考教师应认真核对考生证件，严防替考行为。如有考生未带证件或证件无效的，应禁止考生参加考试。考生迟到15分钟不得参加考试。如考生离场取证件后返回考场时迟到的，不得参加考试。

监考时，应认真监考，不得玩手机、长时间聊天、阅读书报、阅卷、抽烟等。

回收试卷时，应认真核对数量，回收所有试卷及草稿纸。考试结束后，应规范填写试卷袋封面。

监考教师应互帮互助，共同收发试卷草稿纸、组织考生签到、查验证件等。

监考教师不得帮助和纵容考生作弊。如发现考生在考试中有违反《湖北经济学院考场规则》的行为，应当众给予批评或警告；有作弊行为的，应当众宣布该生考试作弊，没收试卷，收留证据，在试卷袋封面考场记录中作出记载，并将考生、试卷及相关材料及时送考场办公室（J2-107）。切勿私自处理。

四、成绩录入

教师录入成绩时，应认真核对学生各项成绩。成绩应与考核原始记录得分一致，不得篡改成绩和考核原始记录。

教师应在规定时间内录入成绩。本学期成绩录入截止时间为2026年1月27日14：00。

教务处

2025.12.24","[""资格"", ""缓考"", ""监考"", ""考核"", ""考生""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:00,2026-04-12 14:51:00
385,关于开展2025-2026学年第1学期期末学生评教工作的通知,https://jwc.hbue.edu.cn/91/ce/c704a365006/page.htm,质量监控与评估办公室,2025-12-24,2026-04-12 14:51:01,,通知公告,,,,,,"各学院：

学生评教是学生与学校共同建设“经院好课程”“经院好课堂”的重要手段，也是加强师生沟通、促进教师提高教学水平的重要途径。根据教学工作安排，学校将开展2025-2026学年第1学期期末学生评教工作，现将有关事项通知如下。

一、评教时间

2025年12月26日8:00至2026年1月6日24:00，学生应在规定时间内进行网上评教，不按时完成网上评教将影响课程成绩查询。

二、评教内容

学生应完成期末评教期间收到的所有评教问卷，请务必确认每份问卷对应的课程信息（课程名称、任课教师）。评教内容包括教学设计、教学内容、教学方法、学习体验四个方面，评教题型包括是否判断题、评分量表题、开放性问答题。

三、评教方法

为保证评教顺利开展，请务必按照以下方法进行评教。

1.电脑端：登录学校网络教学平台（https://hbue.fanya.chaoxing.com/）——个人空间——评价问卷——我收到的问卷——确认问卷名称——点击“详情”——确认课程信息（课程名称、任课教师）—点击“评价”——提交。

2.手机端：学生登录“学习通”——点击顶端“首页”——选择“湖北经济学院（学生）”——评价问卷——确认问卷名称——确认课程信息（课程名称、任课教师）——点击问卷评价——提交。

四、评教要求

1.针对期末评教期间首次开课并结课的教学班，或多师同堂中仅在评教期间任教的教师，请务必在至少上完一次课后再进行评价。

2.网上评教为匿名评教，请同学们客观、公正地评价每一位教师，并提出建设性的意见和建议，促进教师提高教学水平，让优秀教师脱颖而出，让同学们享受到更高质量的课程。

3.网上评教问卷提交后无法撤回修改，请同学们务必确认每份问卷对应的课程信息（课程名称、任课教师），认真填写并检查后再提交。

教务处

2025年12月24日","[""评教"", ""问卷"", ""学生"", ""课程"", ""确认""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:01,2026-04-12 14:51:01
386,关于2025-2026学年第2学期网上选课的通知,https://jwc.hbue.edu.cn/91/1e/c704a364830/page.htm,教学运行办公室,2025-12-22,2026-04-12 14:51:02,,通知公告,,,,,,"各学院：

根据学校教学工作安排，2025-2026学年第2学期网上选课工作即将开始。为确保选课工作的顺利进行，现将有关事项通知如下：

一、选课对象

全体本科生（含专升本学生）

二、选课流程

1.教务处→快速通道→教务管理系统→访问地址1.2.3.4（优先使用访问地址4）

2.直接在浏览器输入IP地址：218.197.82.133或218.197.80.13或218.197.80.14或218.197.80.10（优先使用218.197.82.133）

重要提示：建议使用优先地址登录，以确保系统访问顺畅。

3.普通选课：登陆教务管理系统，进入“选课”模块，按课程类型（推荐选课/自主选课）筛选并选择课程；

2026届毕业生专业选修课程补选：登录教务管理系统，进入“报名申请”→“教学项目报名”→“补选”界面，选择符合本专业培养方案要求的专业选修课程→提交补选申请→等待审核结果→审核通过后，通过“信息查询—个人课表查询”确认选课结果。

三、选课时间

1.第一轮选课时间：2025年12月25日13：00—2026年1月4日17：00

2.第二轮选课时间：2026年1月12日13：00—2026年1月28日12：00

四、选课原则

1.大学体育课程：体育课为必修课程，采取体育俱乐部形式组织教学，分板块排课。2024级、2025级非体育类专业学生须在规定模块内选课，且只能选择一个体育项目。若体育课与通识选修课程时间冲突，优先保障体育选课，未按要求修读体育课将影响正常毕业。

2.通识选修课程：学生需根据培养方案要求，合理选择课程类别。目前，通识选修课程新旧并存，同时开课。为确保过渡期的顺利衔接，2学分及以上课程仅限2022级、2023级学生选修，1学分课程面向全体年级开放。

因1学分通识选修课程的课程类别是按照2024版人才培养方案指导意见中规定的六大模块设定，2022级、2023级学生选修该类课程时，原则上按下表进行类别对应：

2024版培养方案课程类别	2019版培养方案课程类别
文史经典与文化传承	表达与沟通
科技进步与创新创业（创新创业类课程）	创新与创业
社会文明与法治精神全球视野与当代中国	人文与社会
科技进步与创新创业（科技进步类课程）	自然与科技
文艺创作与审美体验	艺术与欣赏

3.专业选修课程：

（1）学生只能选择本专业培养方案规定的专业选修课程。

（2）第一轮选课结束后，选课人数未达开班要求的课堂将停开。请学生关注教务处官网第二轮选课通知，及时补选课程。

五、选课注意事项

1.各学院需组织本科生导师、辅导员或班主任开展针对性选课指导。学生选课前须认真研读本专业人才培养方案（可登录教务处官网—信息公开栏目查询），明确毕业要求、课程修读顺序及学分分布，做好选课规划。

2.选修课程内容不得与本专业必修课或已修课程相同（相近），否则不予计算学分。

3.体育课必修且不可免修。因身体原因不适宜剧烈运动的学生，可按以下方式修读：一是选择适合的体育项目，凭校医院证明交给任课教师，由教师定制运动方案；二是第一轮选课结束后，持校医院证明至体育经济与管理学院综合办公室（体育馆2楼203室）办理《体育保健》课入班手续。

4.停开课程将自动从学生课表中移除，请学生在第一轮选课结束后务必登录系统确认个人课表，如有课程停开，可在第二轮选课期间重新选课。

5.选课结果以教务系统“信息查询—个人课表查询”为准，通过第三方软件查询的课表无效。

6.成功选课的学生须按时参加课程学习及考核，未参加者该课程成绩记为“0”分。

六、其他事项

1.网上选课是保障正常教学秩序的关键环节，未完成选课的学生无法参与课程学习及考核。各学院须高度重视，做好组织动员与指导工作。

2.通识选修课程选课人数不足40人或低于任务人数50%，专业选修课程选课人数不足20人或低于任务人数50%的课堂，将直接停开。因特殊教学需求需保留的课程，由开课学院提交书面申请，经教务处审批同意后方可开课。

教务处

2025年12月22日","[""选课"", ""课程"", ""学生"", ""选修"", ""专业""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:02,2026-04-12 14:51:02
387,关于做好2026届毕业生教材费核对工作的通知,https://jwc.hbue.edu.cn/90/96/c704a364694/page.htm,教材管理办公室,2025-12-18,2026-04-12 14:51:03,,通知公告,,,,,,"各学院：

为确保毕业生教材费结算准确，学校决定开展2026届毕业生教材费结算核对工作。现将有关事项通知如下：

一、基本情况

由于学校机构的调整，2026届毕业生的教材由两个部门组织发放。2022-2023学年教材由原经贸书刊发行站发放并划扣代收教材费；2023-2024学、2024-2025学年、2025-2026学年教材由湖北省新华书店发放，财务处划扣代收教材费。

二、核对对象

2022级本科、2024级专升本学生

三、核对时间

2025年12月18日-12月25日

四、注意事项

1.下发《2026届毕业生班级学生个人教材费结算情况表》，各学院教学、学工口统筹协调，负责组织各班级学生对照结算情况表核对个人明细及结算金额（注：结算栏数值为正值需退费，负值需补缴）。经学生本人确认无误后须在“签字确认”栏里签字（学生本人因特殊情况无法签字可请他人代签，签字时签署代签人的名字），学院分管学生工作的书记（副书记）签字，并加盖学院公章，12月26日17：00前以学院为单位将纸质版交至教务处教材科（行政楼A210办公室）。

2.核对银行卡号信息。原始信息为与校园卡绑定的银行卡号，学生个人务必仔细核对，若卡号错误或无卡号须在纸质版上填写正确的卡号信息，并确保退费结束之前银行卡为能正常使用的农行卡，否则将影响个人费用到帐时间。

3.由于学生选课情况的不同，因此同一班级每位毕业生的教材费可能不同。

五、问题反馈

若对个人教材费存有异议，可在工作日的上班时间分别联系相应的工作人员。

1.2022-2023学年的教材费用，联系人忽老师：13396066201。

2.2023-2024、2024-2025、2025-2026学年的教材费用，联系人吴老师：15072386735。

六、特别说明

目前学生在学校收费平台查看到的仅为2023-2024、2024-2025两学年数据，以下发的2026届毕业生班级学生个人教材费结算情况表数据为准，待学生核对确认环节结束后，需补缴的金额将呈现在学校收费平台“2025.9-学年代收费（教材）”栏目里。

下学期将启动补缴与退费的相关工作。结余退费，学校将统一原路返回至学生个人校园卡绑定的农行卡账户。因教材费涉及到学生切身利益，请各学院务必通知到对应班级，确保本次教材费核对工作的顺利进行。

教务处、学工处、产教融合办公室

2025年12月18日","[""学生"", ""教材费"", ""核对"", ""毕业生"", ""结算""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:03,2026-04-12 14:51:03
388,关于统计2025年高质量教学成果积分的通知,https://jwc.hbue.edu.cn/90/73/c704a364659/page.htm,质量监控与评估办公室,2025-12-17,2026-04-12 14:51:05,,通知公告,,,,,,"各单位：

为激励广大教师热爱教学、专心教学、乐于教学，激发教师从事教学工作的积极性、主动性和创造性，依据《湖北经济学院高质量教学成果积分分配办法》（鄂经院发〔2022〕29号），学校拟于近期开展2025年度高质量教学成果统计工作，现将具体事项通知如下。

一、成果统计时段

2025年1月1日至2025年12月31日（以成果发文时间为准）。

二、成果统计类别

统计类别主要包括省级及以上教学成果奖、教材建设奖、教学竞赛奖、学科竞赛指导奖等奖项，以及获批省级及以上专业建设、课程、案例等项目。

教学成果奖指由省级及以上教育行政部门或国务院各部委组织评选的教学成果奖；教材建设奖指获批省级及以上教材荣誉；教学竞赛奖指获得省级及以上教学竞赛奖，等级认定按照学校教师教学竞赛管理办法规定执行；学科竞赛指导奖指指导学生获得省级及以上教学竞赛奖，等级认定按照学校学科竞赛管理办法等规定执行；专业建设项目指获批省级及以上专业；课程建设项目指获批省级及以上课程；案例指获专业学位全国优秀奖案例或全国百篇优秀管理案例。

三、成果统计程序

1.本科教学成果奖、专业建设、课程等项目积分分配流程：各项目总积分以教务处建设办在积分考核系统中录入的为准，项目负责人对高质量教学积分进行分配并填写附件1，积分系统内赋分和高质量教学积分分配情况可以不一致。各单位负责汇总分配情况，签署意见并盖章。

2.教材建设奖、教学竞赛奖、学科竞赛指导奖项以“教师工作量积分制考核系统”中审核赋分的数据为准，无需学院统计汇总。

3.同一成果仅负责人需要提供支撑材料。已发文的省级及以上教学成果奖、一流本科专业、一流本科课程，无须提供支撑材料。

4.本科教学成果报教务处，研究生教学成果报研究生处，多单位合作成果由负责人所在单位负责统计，每个成果只能选择一个归口申报。

5.教务处、研究生处按照成果归口分别统计复核各单位的申报材料，复核无误后进行公示。

5.教务处汇总全校高质量教学成果积分分配情况。

四、积分分配原则

1.积分分配标准依据《湖北经济学院专任教师岗位考核办法》（鄂经院发〔2021〕22号）执行，集体成果积分由负责人分配到具体成员。

2.高质量教学成果积分分配对象为所有在职在岗人员、离（退）休人员。

3.高质量教学成果必须以“湖北经济学院”作为独立或者第一署名单位（省级及以上教学成果奖除外）。

4.对于我校为非第一署名单位的省级及以上教学成果奖，按照获奖证书或获奖文件的排序对我校人员署名最前者认定积分，并由其对参与本成果的我校获奖者进行积分分配，积分分值为序二70%、序三65%、序四60%，以此类推，排序每后退一位按比例递减5%，直到递减至0%为止。

五、申报材料报送

1.1月8日前，各单位填写《部门-2025年度高质量教学成果积分分配情况统计表》，纸质版签字盖章分别报送至教务处（B-201）、研究生处（A304）。《部门-2025年度高质量教学成果积分分配情况统计表》及成果支撑材料电子版以学院为单位打包汇总发送至指定电子邮箱，教务处发送到20889424@qq.com，研究生处发送到yjsjx@hbue.edu.cn。

2.支撑材料格式要求：每位申报教师将支撑材料制作为独立完整的PDF文件，首页需包含支撑材料目录，以“教师姓名-2025年高质量教学成果支撑材料”命名；各单位将教师申报材料汇总，连同汇总表打包，以“部门-2025年高质量教学成果积分汇总”命名。

教务处联系人：刘可、李阳雪，联系电话：81973934。

研究生处联系人：王啸、田秋菊，联系电话：81979556。

附件：

1.2025年度高质量教学成果积分分配情况统计表.xlsx https://jwc.hbue.edu.cn/_upload/article/files/98/2a/94dbc2d441ffb19fb6f407bff8bb/ad7fc916-3053-4a02-a84e-c27195051c81.xlsx

2.【鄂经院发〔2022〕29号】湖北经济学院高质量教学成果积分分配办法.pdf https://jwc.hbue.edu.cn/_upload/article/files/98/2a/94dbc2d441ffb19fb6f407bff8bb/b1f6ddb9-ea1a-47cf-bd18-2bd7676e55d8.pdf

教务处 研究生处

2025年12月18日","[""教学"", ""成果"", ""积分"", ""高质量"", ""省级""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:05,2026-04-12 14:51:05
389,关于填报2025年教材出版工作量和教师教学竞赛工作量的通知,https://jwc.hbue.edu.cn/8e/7b/c704a364155/page.htm,教材管理办公室,2025-12-10,2026-04-12 14:51:06,,通知公告,,,,,,"各学院：

为做好2025年教学工作量统计工作，依据《湖北经济学院专任教师岗位考核办法》（鄂经院发〔2021〕22号）相关规定，学校将启动2025年教材出版工作量与教师教学竞赛工作量的专项统计工作。现将具体事项通知如下：

一、认定范围

（一）统计时段

2025年1月1日至2025年12月31日

（二）教材出版统计范围

仅限我校教师以湖北经济学院为第一署名单位担任主编，且在国内正规出版社公开出版的教材。校外教师为主编，我校教师仅参与参编的教材不予认定。

（三）教师教学竞赛认定项目

1.申报的教学竞赛项目，须为《关于公布湖北经济学院2025年度教学竞赛目录的通知》（鄂经院教函〔2025〕1号）中明确列出的项目；由教务处组织的高校教师教学创新大赛、“超星杯”第七届全国高校混合式教学设计创新大赛及2025 年湖北经济学院教师教学创新大赛成果无需各学院报送，由教务处直接完成填报。

2.依据《关于征集湖北经济学院2025年度教师教学竞赛项目的通知》（https://jwc.hbue.edu.cn/4d/8b/c704a347531/page.htm）要求，2025年新增教学竞赛项目，各学院须在组织教师参赛之前，完成《湖北经济学院教师教学竞赛项目申报书》的备案审批。凡赛前未履行备案审批流程的竞赛项目，学校一律不予工作量认定及奖励。

二、填报要求

1.各学院须严格按照《2025年教材出版工作量申报表汇总表》（附件3）、《2025年度教师教学竞赛工作量申报表汇总表》（附件4）的格式要求填报信息，确保数据真实、准确、完整。

2.对于多人协作完成的教材编写或教学竞赛项目，需明确项目负责人，由负责人统一填报项目成员信息。项目分值分配将在后续通过教师工作量积分考核系统完成，本次填报无需填写具体分值。

三、材料报送

1.纸质版材料：《2025年教材出版工作量申报表汇总表》（附件3）、《2025年度教师教学竞赛工作量申报表汇总表》（附件4）纸质版，须经学院分管教学院长签字并加盖学院公章后分别报送至教材管理办公室、教学运行办公室（行政楼A210）。

2.电子版支撑材料：

（1）教材类：需同步报送①《2025年教材出版工作量申报表汇总表》电子版；②教材封面、教材目录、版权信息或参编信息等关键材料合并为一个PDF文件，以“学院名称+教师姓名”命名，以学院为单位打包发送至邮箱jiaocai@hbue.edu.cn，联系人：陈晓，联系电话：81972897。

（2）教师教学竞赛类：需同步报送①《2025年度教师教学竞赛工作量申报表汇总表》电子版；②获奖证书等支撑材料合并为一个PDF文件，以“学院名称+教师姓名”命名，以学院为单位打包发送至邮箱jwcyxb@hbue.edu.cn，联系人：刘项育，联系电话：81973792。

3.报送时间：

请各学院务必于2025年12月18日前完成所有材料的报送工作。逾期未报送的，视为自动放弃本次工作量统计资格，后期不再增补。

注：2025年12月18日至12月31日期间产生的成果需及时补充报送。

四、注意事项

1.请各学院高度重视本次统计工作，认真组织学院初审，严格把关填报数据的准确性与完整性，确保材料符合报送要求。

2.未按规定格式填报、材料缺失或逾期未报送的，均视为自动放弃本次工作量统计资格，学校不接受后期补报。

3.填报过程中若有疑问，可及时与对应联系人沟通反馈。

教务处

2025年12月10日

附件1：【鄂经院发〔2024〕31号】关于印发《湖北经济学院教学竞赛管理办法》的通知.pdf https://jwc.hbue.edu.cn/_upload/article/files/8b/06/710dd91543cf822d14887129f9bf/90bc8176-7c93-486e-aaa4-dc49adb517d4.pdf

附件2：【鄂经院教函〔2025〕1号】关于公布湖北经济学院2025年度教学竞赛目录的通知.pdf https://jwc.hbue.edu.cn/_upload/article/files/8b/06/710dd91543cf822d14887129f9bf/57f85f2a-4958-4110-9fd3-1a9e1d8a933c.pdf

附件3：2025年教材出版工作量申报汇总表.xlsx https://jwc.hbue.edu.cn/_upload/article/files/8b/06/710dd91543cf822d14887129f9bf/dcf1cf59-a206-43db-b1af-1e5be8918ec8.xlsx

附件4： 2025年度教师教学竞赛工作量申报表汇总表.xlsx https://jwc.hbue.edu.cn/_upload/article/files/8b/06/710dd91543cf822d14887129f9bf/d78e3d11-c811-4319-b4de-ecdb336cbaee.xlsx","[""教学"", ""教师"", ""工作量"", ""竞赛"", ""教材""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:06,2026-04-12 14:51:06
390,关于12月18日-21日封闭1、2号教学楼的通知,https://jwc.hbue.edu.cn/8e/52/c704a364114/page.htm,考试管理办公室,2025-12-09,2026-04-12 14:51:07,,通知公告,,,,,,"各学院：

12月18日-21日，我校将举行2026年全国硕士研究生招生考试，届时将对1、2号教学楼进行临时封闭。具体安排如下：

日期	教一（J1）	教二(J2)
2025年12月18日（星期四）	——	J2-201-210共十间教室从6:00-24:00封闭管理。
2025年12月19日（星期五）	——	全天封闭管理，布置考场。
2025年12月20日（星期六）	全天封闭管理。	全天封闭管理，进行考试。
2025年12月21日（星期日）	白天封闭管理。	白天封闭管理，进行考试。

请在此期间有教学活动的学院于12月17日前由各学院教学秘书统一办理调课手续，将上课地点调至其他教学楼。

特此通知。

教务处

2025年12月9日","[""封闭"", ""管理"", ""教学楼"", ""考试"", ""全天""]",[],hbue_jwc_notice_spider,2026-04-12 06:51:07,2026-04-12 14:51:07
